passenger_id,passenger_name,signup_date,total_rides,total_spent,rating
5825.00,Mannat Sridhar,2023-06-24,24.00,283.25,3.90
5826.00,Ranbir Bali,2023-02-26,96.00,572.13,4.05
5827.00,Riaan Bath,2023-03-27,33.00,1938.56,4.77
5828.00,Nitara Vasa,2022-08-21,77.00,642.33,3.72
5829.00,Anya Gara,2023-03-03,73.00,1892.98,4.35
5830.00,Ehsaan Deshpande,2022-09-18,64.00,1352.12,4.21
5831.00,Parinaaz Kant,2023-06-20,83.00,720.26,4.45
5832.00,Sana Dutt,2023-01-11,19.00,1013.47,4.93
5833.00,Ira Sarkar,2023-06-07,51.00,1341.97,4.81
5834.00,Myra Kari,2022-11-11,98.00,771.07,3.78
5835.00,Farhan Badal,2023-06-30,58.00,888.99,4.07
5836.00,Suhana Kamdar,2022-09-04,97.00,591.25,4.21
5837.00,Neysa Majumdar,2022-10-20,57.00,1517.64,3.98
5838.00,Ira Divan,2023-05-27,38.00,1247.41,4.29
5839.00,Myra Sami,2022-08-28,73.00,787.21,3.87
5840.00,Fateh Singh,2022-10-27,59.00,1167.13,3.15
5841.00,Anika Dar,2023-03-13,84.00,962.75,4.34
5842.00,Eva Borah,2023-06-30,29.00,1671.50,4.05
5843.00,Azad Ben,2023-02-09,32.00,719.25,4.21
5844.00,Inaaya  Karnik,2022-09-12,57.00,1314.73,3.51
5845.00,Parinaaz Kadakia,2023-06-07,43.00,865.44,3.16
5846.00,Hiran Saini,2023-04-15,80.00,1935.43,3.64
5847.00,Farhan Rege,2023-07-11,30.00,1265.74,4.16
5848.00,Advika Kulkarni,2022-12-23,41.00,1558.20,3.99
5849.00,Dhanuk Dani,2023-05-16,50.00,1348.61,4.15
5850.00,Rhea Majumdar,2023-06-26,47.00,1735.81,3.95
5851.00,Charvi Banerjee,2023-05-17,59.00,1066.27,3.15
5852.00,Ivana Rajagopal,2022-08-18,54.00,1345.78,3.77
5853.00,Lavanya Bassi,2023-01-29,13.00,1532.65,3.30
5854.00,Sumer Bassi,2023-02-03,79.00,533.93,3.29
5855.00,Vanya Hayer,2022-10-09,78.00,1053.72,4.38
5856.00,Vritika Keer,2022-09-07,91.00,949.69,3.33
5857.00,Shray Bhasin,2022-09-26,47.00,1975.75,4.51
5858.00,Anahita Tailor,2023-04-09,69.00,187.88,3.49
5859.00,Kimaya Gera,2022-09-17,76.00,1592.39,4.86
5860.00,Aradhya Bhavsar,2023-07-02,65.00,1129.38,3.68
5861.00,Ehsaan Sangha,2023-01-18,78.00,1479.59,3.85
5862.00,Gokul Mander,2023-03-27,91.00,977.60,3.13
5863.00,Saanvi Banerjee,2022-08-30,100.00,336.38,4.61
5864.00,Kiara Khanna,2023-02-24,73.00,1370.94,4.57
5865.00,Rasha Loke,2023-01-28,83.00,100.32,4.35
5866.00,Biju Grewal,2022-09-12,61.00,134.60,3.01
5867.00,Shalv Shere,2022-08-29,22.00,1952.18,3.35
5868.00,Kavya Gulati,2022-09-16,49.00,1807.22,4.70
5869.00,Kiara Bahl,2022-08-21,93.00,947.05,4.53
5870.00,Ritvik Seshadri,2022-12-12,90.00,1917.47,4.94
5871.00,Anvi Hans,2023-06-19,86.00,347.96,4.58
5872.00,Rasha Chakrabarti,2022-11-21,97.00,976.84,4.81
5873.00,Ira Rau,2022-10-28,53.00,463.82,4.87
5874.00,Himmat Chandra,2023-01-08,96.00,448.71,4.77
5875.00,Mehul Krishnan,2022-11-25,97.00,137.86,4.25
5876.00,Ryan Dhar,2023-07-11,43.00,1040.62,3.78
5877.00,Yashvi Agrawal,2022-11-28,63.00,269.17,3.70
5878.00,Tanya Bhattacharyya,2022-11-24,97.00,1200.52,3.85
5879.00,Divyansh Char,2023-03-08,46.00,258.29,4.26
5880.00,Alia Rajagopalan,2023-07-10,27.00,279.19,4.71
5881.00,Pihu Dugal,2022-08-27,28.00,811.16,3.30
5882.00,Saira Venkatesh,2023-05-17,80.00,587.46,4.82
5883.00,Kashvi Kulkarni,2022-09-01,72.00,1486.33,4.62
5884.00,Alisha Bajwa,2023-06-14,21.00,1283.46,3.62
5885.00,Veer Biswas,2023-03-31,87.00,353.46,4.33
5886.00,Reyansh Bail,2022-09-18,49.00,1711.42,4.36
5887.00,Nakul Rajagopal,2023-05-04,19.00,1039.02,4.69
5888.00,Anahita Borah,2022-09-13,21.00,1452.63,4.09
5889.00,Nirvi Soni,2023-04-16,11.00,890.02,3.28
5890.00,Jayant Goyal,2022-12-24,12.00,1352.81,4.79
5891.00,Diya Contractor,2022-11-09,61.00,765.46,3.36
5892.00,Prerak Chana,2023-04-02,70.00,1994.56,3.11
5893.00,Renee Konda,2023-02-01,37.00,806.32,3.69
5894.00,Drishya Sama,2023-02-03,98.00,1451.99,3.26
5895.00,Shanaya Ray,2023-03-07,50.00,1170.24,3.57
5896.00,Hrishita Rege,2023-06-12,82.00,1394.71,3.65
5897.00,Baiju Trivedi,2022-08-15,10.00,1180.97,3.87
5898.00,Seher Sachdeva,2023-02-09,20.00,650.79,3.25
5899.00,Seher Sethi,2022-09-02,87.00,427.71,4.58
5900.00,Himmat Seshadri,2022-12-01,67.00,376.42,4.45
5901.00,Raunak Reddy,2023-05-07,15.00,1849.01,3.70
5902.00,Miraan Kari,2023-01-21,100.00,743.91,3.06
5903.00,Rohan Sastry,2023-02-10,33.00,649.60,4.12
5904.00,Shray Johal,2023-06-26,12.00,580.75,4.59
5905.00,Aarav Bir,2023-06-30,14.00,1817.85,3.33
5906.00,Aaina Rout,2023-01-07,68.00,232.60,4.14
5907.00,Aarna Ganesh,2023-07-10,60.00,1720.69,3.79
5908.00,Nakul Anne,2022-09-29,59.00,817.98,4.46
5909.00,Vanya Kothari,2023-04-20,62.00,1105.07,4.75
5910.00,Hridaan Kumar,2023-04-24,36.00,1505.59,3.80
5911.00,Anvi Baria,2022-12-17,29.00,1294.83,4.17
5912.00,Rati Cheema,2023-01-28,43.00,930.72,3.86
5913.00,Riaan Srinivasan,2022-10-28,63.00,541.33,3.92
5914.00,Kanav Dasgupta,2023-04-22,84.00,1945.84,4.35
5915.00,Nitya Bumb,2022-10-17,60.00,1004.51,4.67
5916.00,Jiya Kadakia,2022-10-28,71.00,1025.14,4.37
5917.00,Urvi Barad,2023-01-26,94.00,495.62,4.40
5918.00,Stuvan Gola,2023-01-18,84.00,1887.73,4.45
5919.00,Diya Bhalla,2022-12-26,55.00,201.81,3.34
5920.00,Anvi Bhandari,2022-08-12,50.00,1351.86,3.70
5921.00,Alia Bail,2022-12-06,27.00,1818.32,4.08
5922.00,Yashvi Rattan,2023-05-10,63.00,482.19,3.01
5923.00,Biju Datta,2023-03-30,99.00,1037.83,3.53
5924.00,Priyansh Kanda,2022-09-10,85.00,587.62,4.19
5925.00,Gatik Babu,2023-04-30,21.00,700.48,4.96
5926.00,Shray Bhatti,2023-03-03,32.00,1189.75,3.19
5927.00,Armaan Gola,2023-05-21,36.00,1192.96,4.37
5928.00,Indranil Dugar,2023-01-25,72.00,1185.08,4.91
5929.00,Tiya Sharaf,2023-04-10,85.00,459.83,3.21
5930.00,Miraya Sampath,2022-12-15,43.00,1615.51,3.76
5931.00,Miraan Setty,2023-02-23,46.00,1845.26,3.97
5932.00,Ranbir Ramanathan,2022-10-31,13.00,1782.33,3.83
5933.00,Himmat Venkataraman,2023-01-01,90.00,918.59,3.14
5934.00,Uthkarsh Batta,2023-06-13,78.00,1248.70,4.64
5935.00,Farhan Bhatnagar,2023-01-17,27.00,1279.19,3.68
5936.00,Zaina Agrawal,2023-02-18,29.00,1934.01,3.53
5937.00,Nitara Dani,2023-04-14,54.00,325.93,4.75
5938.00,Trisha Bandi,2023-05-27,13.00,463.87,4.09
5939.00,Lagan Suresh,2023-04-17,92.00,509.07,3.62
5940.00,Nirvi Sen,2023-05-17,54.00,434.10,3.24
5941.00,Vaibhav Deep,2023-01-15,11.00,1200.78,3.30
5942.00,Amani Chawla,2022-08-24,28.00,1589.09,4.76
5943.00,Kiara Kamdar,2022-12-28,28.00,1817.12,4.09
5944.00,Tiya Kota,2023-01-02,64.00,1788.20,4.95
5945.00,Kashvi Krishnan,2023-03-01,79.00,514.38,4.69
5946.00,Aarush Setty,2022-11-04,61.00,1786.66,3.84
5947.00,Rasha Gopal,2022-08-15,74.00,957.53,4.69
5948.00,Madhup Taneja,2022-09-29,20.00,1094.12,4.34
5949.00,Yasmin Khare,2023-04-08,96.00,501.26,4.19
5950.00,Kanav Shah,2023-03-18,25.00,722.75,4.74
5951.00,Gokul Loyal,2023-03-18,32.00,1955.65,3.04
5952.00,Zoya Hora,2023-06-01,79.00,525.46,4.38
5953.00,Zara Doctor,2023-06-01,38.00,423.84,3.26
5954.00,Anahi Bir,2023-07-05,11.00,1179.64,3.10
5955.00,Hiran Dora,2022-11-15,52.00,1254.20,4.75
5956.00,Hunar Cherian,2022-11-27,71.00,482.74,4.26
5957.00,Tiya Sane,2023-05-03,99.00,301.22,3.46
5958.00,Hrishita Rattan,2023-01-18,29.00,1467.23,4.00
5959.00,Urvi Sagar,2023-04-27,86.00,1799.19,4.67
5960.00,Shamik Sheth,2023-04-25,58.00,545.99,4.86
5961.00,Nayantara Vyas,2022-11-13,37.00,1313.78,3.48
5962.00,Aaryahi Magar,2022-09-30,80.00,1415.60,4.95
5963.00,Armaan Gulati,2022-11-02,58.00,1188.95,4.87
5964.00,Myra Babu,2023-02-06,21.00,464.23,4.94
5965.00,Vidur Chawla,2022-09-05,62.00,127.72,4.80
5966.00,Veer Rege,2023-02-23,63.00,171.25,4.74
5967.00,Dharmajan Viswanathan,2022-09-07,46.00,121.09,4.38
5968.00,Nirvaan Dhingra,2023-06-10,31.00,546.26,4.57
5969.00,Ahana  Dora,2023-05-22,13.00,1081.55,3.94
5970.00,Rohan Sura,2023-06-01,64.00,1980.61,3.42
5971.00,Darshit Dasgupta,2023-01-09,72.00,908.29,4.78
5972.00,Shray Bajaj,2022-11-02,41.00,408.18,3.58
5973.00,Riya Dyal,2023-04-15,97.00,1164.03,4.61
5974.00,Ranbir Balan,2023-03-13,55.00,242.57,4.19
5975.00,Lavanya Mangal,2022-09-18,34.00,234.75,3.12
5976.00,Khushi Srivastava,2023-05-24,27.00,897.83,4.54
5977.00,Saanvi Edwin,2023-03-17,42.00,1147.81,3.13
5978.00,Ivan Chawla,2022-11-20,96.00,1855.07,3.99
5979.00,Myra Shroff,2023-03-18,39.00,1082.37,3.50
5980.00,Zaina Rama,2023-04-04,53.00,645.80,3.24
5981.00,Anay Dani,2023-05-23,14.00,1441.63,4.56
5982.00,Kashvi Thaman,2022-08-11,59.00,1122.10,3.61
5983.00,Himmat Vig,2022-11-29,95.00,1290.63,3.12
5984.00,Indrans Upadhyay,2023-05-01,64.00,1489.53,4.62
5985.00,Rati Ramachandran,2022-12-11,84.00,1743.13,4.01
5986.00,Seher Singhal,2023-07-04,78.00,1562.85,3.33
5987.00,Vardaniya Sunder,2022-10-04,66.00,196.01,3.99
5988.00,Devansh Kumer,2022-09-12,42.00,875.97,3.58
5989.00,Prisha Ravi,2022-08-27,81.00,939.67,3.29
5990.00,Tiya Deep,2023-03-10,29.00,1299.98,3.67
5991.00,Ivana Edwin,2023-05-01,28.00,210.11,3.57
5992.00,Badal Bhardwaj,2023-04-02,81.00,1437.32,3.34
5993.00,Suhana Vasa,2022-09-10,23.00,1792.62,4.68
5994.00,Shaan Ganguly,2022-08-24,35.00,303.43,3.25
5995.00,Mehul Bandi,2022-12-20,23.00,127.54,4.50
5996.00,Prisha Bera,2023-03-01,42.00,1745.76,3.17
5997.00,Yasmin Karnik,2023-07-06,25.00,1991.16,3.66
5998.00,Shalv Chokshi,2023-05-13,71.00,530.28,4.83
5999.00,Ranbir Thaman,2022-12-12,75.00,927.43,3.30
6000.00,Vihaan Deshmukh,2023-03-14,55.00,1679.70,4.51
6001.00,Romil Majumdar,2022-10-30,55.00,775.52,4.36
6002.00,Ishita Sur,2022-08-11,44.00,645.49,4.06
6003.00,Myra Tiwari,2023-01-21,62.00,1638.00,4.34
6004.00,Samaira Varughese,2022-12-31,99.00,1182.29,3.15
6005.00,Yashvi Kara,2022-11-12,22.00,1924.32,4.68
6006.00,Arhaan Sule,2022-10-01,98.00,1045.95,4.98
6007.00,Zara Balan,2023-06-26,87.00,718.36,3.64
6008.00,Amani Dayal,2022-08-28,67.00,1746.93,3.25
6009.00,Tiya Som,2022-12-27,47.00,609.62,4.63
6010.00,Rania Brahmbhatt,2023-01-31,80.00,1374.52,3.29
6011.00,Seher Khalsa,2022-10-07,31.00,1690.07,3.87
6012.00,Purab Bhandari,2023-06-15,43.00,947.53,3.05
6013.00,Amani Dhingra,2023-03-31,99.00,1675.18,4.19
6014.00,Trisha Varghese,2022-08-24,20.00,480.64,4.17
6015.00,Ehsaan Jayaraman,2023-01-17,70.00,1983.16,4.71
6016.00,Saanvi Taneja,2022-11-18,45.00,1310.17,4.27
6017.00,Indranil Dayal,2022-11-07,72.00,629.66,4.95
6018.00,Damini Ratti,2022-08-29,23.00,1562.31,4.25
6019.00,Anahi Chaudry,2023-06-06,18.00,577.26,3.22
6020.00,Badal Amble,2023-06-28,38.00,1251.54,4.28
6021.00,Urvi Bumb,2022-11-14,82.00,1971.52,3.65
6022.00,Riaan Kunda,2023-03-26,43.00,1085.55,3.92
6023.00,Nitara Swaminathan,2023-03-14,42.00,840.50,3.85
6024.00,Drishya Devan,2023-03-18,48.00,1428.95,4.39
6025.00,Yuvaan Aggarwal,2023-05-29,96.00,1227.43,4.65
6026.00,Veer Vora,2022-10-10,75.00,1447.61,4.46
6027.00,Amira Dash,2023-02-05,34.00,1441.66,4.52
6028.00,Madhup Sinha,2022-11-23,53.00,849.22,3.13
6029.00,Madhav Iyer,2023-06-21,35.00,1591.78,4.23
6030.00,Tejas Gulati,2023-06-03,99.00,1844.75,4.40
6031.00,Advika Atwal,2022-12-09,40.00,1997.90,4.41
6032.00,Ojas Mani,2022-09-25,62.00,757.84,4.86
6033.00,Ahana  Sathe,2023-04-30,26.00,1768.90,3.86
6034.00,Emir Kari,2022-09-24,99.00,1608.63,3.48
6035.00,Adira Rege,2023-02-07,22.00,1844.58,3.61
6036.00,Anahi Shanker,2022-10-06,80.00,1220.80,3.33
6037.00,Vritika Ganesan,2023-01-12,87.00,1462.26,4.43
6038.00,Eshani Edwin,2022-08-21,11.00,421.02,3.43
6039.00,Kismat Grover,2022-09-25,16.00,1188.51,4.43
6040.00,Shray Deep,2022-12-04,23.00,874.30,3.68
6041.00,Jayesh Soni,2022-09-06,13.00,1949.37,4.02
6042.00,Alisha Sha,2023-03-06,71.00,294.12,4.33
6043.00,Ryan Ghose,2023-04-20,79.00,539.75,4.34
6044.00,Tushar Agrawal,2023-05-20,92.00,145.11,3.88
6045.00,Kismat Magar,2023-03-02,80.00,1967.52,3.16
6046.00,Trisha Devan,2023-07-10,55.00,225.04,3.08
6047.00,Tanya Tara,2023-04-06,12.00,1166.46,4.69
6048.00,Purab Chhabra,2023-03-30,10.00,1273.67,3.64
6049.00,Krish Chauhan,2023-05-27,59.00,491.87,3.97
6050.00,Siya Balasubramanian,2022-12-05,55.00,1956.98,3.47
6051.00,Nishith Krishnamurthy,2022-11-26,22.00,1930.96,3.22
6052.00,Rasha Chaudhuri,2022-09-09,23.00,316.89,4.62
6053.00,Abram Bakshi,2022-10-12,40.00,1527.50,4.71
6054.00,Neelofar Zachariah,2023-04-07,61.00,1403.46,4.49
6055.00,Adah Som,2022-09-20,66.00,1994.80,3.40
6056.00,Anya Seth,2023-01-18,85.00,690.50,4.19
6057.00,Anay Goyal,2023-01-29,55.00,1845.15,3.15
6058.00,Anya Maharaj,2022-08-26,63.00,1285.42,3.77
6059.00,Hansh Ramakrishnan,2023-05-06,48.00,1612.49,4.51
6060.00,Nehmat Kari,2023-04-23,77.00,230.90,3.01
6061.00,Shray Agarwal,2023-02-19,46.00,1748.51,4.65
6062.00,Pari Sane,2023-06-08,18.00,1919.40,4.87
6063.00,Yuvaan Sandal,2022-11-15,34.00,950.73,3.90
6064.00,Aarush Kanda,2022-08-13,48.00,283.60,4.10
6065.00,Inaaya  Khanna,2022-12-22,80.00,259.78,3.23
6066.00,Pari Tata,2023-03-14,48.00,1605.22,3.04
6067.00,Myra Gara,2022-10-22,81.00,1922.11,3.08
6068.00,Raghav Halder,2022-09-25,61.00,1793.07,3.13
6069.00,Zara Tank,2023-04-17,30.00,1403.58,4.97
6070.00,Shlok Sant,2023-03-19,56.00,437.22,3.12
6071.00,Nirvaan Trivedi,2023-04-23,96.00,1806.63,4.36
6072.00,Rati Baria,2022-12-02,72.00,1404.40,4.30
6073.00,Vritika Mani,2023-02-28,51.00,1907.27,3.27
6074.00,Nishith Hari,2023-03-11,55.00,1485.49,4.99
6075.00,Sana Borah,2022-08-29,28.00,1020.97,4.36
6076.00,Manikya Bansal,2022-10-17,16.00,1604.75,4.04
6077.00,Lakshit Gara,2022-08-29,40.00,1411.02,3.57
6078.00,Sara Raju,2022-11-25,33.00,652.56,4.94
6079.00,Badal Gupta,2023-02-21,56.00,870.74,4.18
6080.00,Ira Chahal,2023-02-28,10.00,434.50,3.75
6081.00,Prerak Chauhan,2023-07-06,10.00,108.15,4.86
6082.00,Renee Balasubramanian,2022-10-05,99.00,809.97,4.80
6083.00,Jayesh Lall,2022-10-11,52.00,152.42,4.91
6084.00,Nehmat Dada,2023-02-26,14.00,1069.56,4.58
6085.00,Anahita Rastogi,2023-04-21,100.00,663.33,3.29
6086.00,Mohanlal Boase,2023-01-31,56.00,1903.31,3.88
6087.00,Neysa Keer,2022-12-09,28.00,658.78,4.93
6088.00,Nirvi Saha,2023-05-21,15.00,1887.31,3.18
6089.00,Tushar Khosla,2022-11-28,65.00,746.48,4.15
6090.00,Diya Bhandari,2023-06-26,11.00,1489.31,3.55
6091.00,Anya Kohli,2022-10-14,53.00,451.38,4.56
6092.00,Himmat Andra,2023-04-25,89.00,1836.11,3.33
6093.00,Riya Ben,2023-02-23,77.00,565.53,4.60
6094.00,Raghav Rege,2023-06-17,68.00,275.85,4.35
6095.00,Ela Bir,2023-02-18,68.00,541.21,4.51
6096.00,Khushi Varghese,2023-04-24,18.00,1207.84,4.26
6097.00,Shamik Tara,2023-07-06,99.00,499.57,4.81
6098.00,Biju Chokshi,2022-10-20,85.00,1318.13,4.27
6099.00,Samar Apte,2022-09-05,82.00,1871.24,4.94
6100.00,Kimaya Bahri,2023-07-06,41.00,470.44,4.55
6101.00,Farhan Kara,2023-04-19,84.00,617.45,4.84
6102.00,Farhan Jayaraman,2023-01-10,63.00,1710.19,4.68
6103.00,Lakshay Tara,2023-02-02,72.00,1987.63,3.09
6104.00,Darshit Balakrishnan,2023-07-07,58.00,1000.12,4.64
6105.00,Jayan Chander,2022-09-07,91.00,1213.04,4.15
6106.00,Lakshay Kothari,2022-11-25,69.00,1710.00,3.04
6107.00,Samarth Saraf,2022-11-08,37.00,1080.21,4.73
6108.00,Onkar Madan,2022-11-29,28.00,1178.79,3.94
6109.00,Taran Arya,2022-08-18,98.00,1206.81,3.13
6110.00,Oorja Dubey,2023-04-12,65.00,401.22,4.08
6111.00,Anika Kohli,2023-06-02,44.00,228.96,3.63
6112.00,Jivin Thaman,2023-01-31,59.00,593.10,3.23
6113.00,Himmat Bajwa,2023-02-08,49.00,295.22,3.95
6114.00,Jhanvi Zacharia,2022-09-23,99.00,1605.92,4.48
6115.00,Hridaan Gala,2023-01-19,19.00,1742.58,4.00
6116.00,Hansh Desai,2022-08-14,15.00,1396.27,3.14
6117.00,Taimur Lalla,2022-10-18,51.00,1835.43,4.68
6118.00,Lagan Savant,2023-03-10,42.00,1238.99,3.02
6119.00,Aarav Vyas,2023-05-04,88.00,1791.52,3.22
6120.00,Romil Brar,2022-11-21,46.00,1504.13,4.09
6121.00,Aayush Wason,2022-08-20,26.00,587.63,4.49
6122.00,Yakshit Arya,2023-06-22,96.00,999.56,4.54
6123.00,Raghav Bhatti,2022-08-13,48.00,622.41,4.78
6124.00,Shray Bahri,2023-01-05,73.00,1194.78,4.23
6125.00,Khushi Wadhwa,2022-09-01,72.00,257.85,4.43
6126.00,Tarini Mani,2022-10-27,43.00,1583.90,4.89
6127.00,Umang Kulkarni,2023-05-07,56.00,190.07,4.37
6128.00,Aradhya Mann,2023-03-11,40.00,459.38,4.98
6129.00,Madhup Korpal,2023-05-10,10.00,1170.08,4.07
6130.00,Anvi Chowdhury,2022-09-16,57.00,1645.63,3.16
6131.00,Azad Savant,2023-01-20,19.00,675.19,4.37
6132.00,Himmat Iyengar,2023-02-27,82.00,564.38,3.23
6133.00,Piya Sathe,2023-02-11,81.00,1711.99,4.19
6134.00,Hunar Tiwari,2022-08-11,42.00,841.97,3.92
6135.00,Prerak Ravel,2023-05-05,67.00,1457.34,3.34
6136.00,Anika Sarin,2023-04-17,85.00,1712.73,4.70
6137.00,Umang Sekhon,2023-04-06,22.00,1704.30,4.45
6138.00,Devansh Dayal,2023-06-21,15.00,1532.69,4.44
6139.00,Purab Behl,2022-11-21,45.00,1062.66,4.22
6140.00,Indrajit Ben,2023-01-26,70.00,1662.14,4.54
6141.00,Emir Behl,2023-03-30,35.00,943.47,4.45
6142.00,Manjari Yadav,2023-05-27,41.00,1899.42,4.95
6143.00,Ritvik Sarin,2022-12-04,73.00,161.50,4.78
6144.00,Zain Barman,2022-12-26,90.00,1595.00,3.69
6145.00,Chirag Sachar,2023-03-24,99.00,212.92,3.61
6146.00,Vritika Maharaj,2022-08-13,31.00,841.84,4.40
6147.00,Mannat Grover,2022-10-27,57.00,165.60,4.49
6148.00,Mehul Dash,2023-03-21,20.00,337.88,3.90
6149.00,Madhav Chad,2023-04-16,39.00,1476.27,3.76
6150.00,Biju Balan,2023-04-10,38.00,1667.63,4.47
6151.00,Manikya Deshpande,2023-05-21,48.00,877.21,3.46
6152.00,Dhruv Setty,2023-03-31,42.00,927.65,4.18
6153.00,Anaya Tandon,2023-05-03,42.00,1607.37,3.55
6154.00,Onkar Rajagopalan,2022-11-20,69.00,423.33,4.07
6155.00,Onkar Mammen,2023-07-07,71.00,1885.24,4.56
6156.00,Jhanvi Bir,2023-06-09,42.00,1703.02,4.93
6157.00,Kashvi Anand,2023-04-11,97.00,1240.20,4.33
6158.00,Shaan Kala,2022-08-30,87.00,960.89,4.29
6159.00,Dishani Balasubramanian,2023-06-09,31.00,1207.61,4.58
6160.00,Kiara Tandon,2022-09-22,29.00,309.24,4.69
6161.00,Nirvaan Mammen,2022-10-10,76.00,1088.08,3.93
6162.00,Hazel Sur,2022-11-14,33.00,234.05,4.14
6163.00,Amani Kata,2023-04-03,31.00,199.53,3.20
6164.00,Shanaya Luthra,2022-09-24,89.00,337.41,3.64
6165.00,Ishita Maharaj,2023-06-04,66.00,356.76,4.46
6166.00,Taimur Brahmbhatt,2023-05-29,27.00,920.81,3.42
6167.00,Bhamini Wable,2023-04-05,60.00,478.45,4.28
6168.00,Saksham Arya,2023-07-07,89.00,827.73,4.76
6169.00,Khushi Doshi,2023-03-02,67.00,927.80,4.86
6170.00,Jayesh Soman,2023-05-14,13.00,1126.48,3.82
6171.00,Romil Sur,2023-05-28,47.00,1810.42,4.29
6172.00,Romil Bhatti,2022-12-08,40.00,1783.51,3.96
6173.00,Zara Mammen,2023-03-29,91.00,749.75,3.14
6174.00,Nitya Wason,2022-08-20,50.00,1877.88,3.87
6175.00,Anahita Bath,2023-07-03,74.00,1455.26,3.27
6176.00,Rasha Badami,2022-11-27,98.00,352.95,3.02
6177.00,Samiha Wagle,2022-08-11,12.00,1624.85,4.90
6178.00,Tejas Bala,2022-10-06,52.00,1226.63,4.76
6179.00,Uthkarsh D’Alia,2023-03-17,19.00,1280.78,4.60
6180.00,Aayush Dhawan,2023-01-09,74.00,1466.29,4.47
6181.00,Dhanush Kumar,2023-05-30,46.00,1977.49,4.47
6182.00,Nitara Golla,2022-10-04,18.00,1115.40,4.76
6183.00,Zoya Sodhi,2023-05-22,78.00,813.61,3.20
6184.00,Akarsh Savant,2022-11-19,79.00,416.12,4.03
6185.00,Kimaya Dhar,2022-08-15,10.00,309.30,4.93
6186.00,Himmat Chandra,2023-02-11,85.00,1356.60,3.94
6187.00,Yuvaan Madan,2022-11-30,34.00,988.52,3.36
6188.00,Azad Mand,2022-08-28,85.00,341.04,4.68
6189.00,Miraya Basak,2023-01-03,80.00,1657.45,4.90
6190.00,Urvi Khare,2022-10-04,22.00,1623.68,3.97
6191.00,Samiha Warrior,2022-10-13,42.00,1093.05,3.33
6192.00,Shalv Barman,2022-11-15,45.00,1030.55,3.13
6193.00,Aayush Buch,2023-03-05,97.00,498.39,3.79
6194.00,Reyansh Dhar,2022-10-30,24.00,1234.40,3.19
6195.00,Hansh Sahota,2023-07-04,20.00,852.48,4.89
6196.00,Myra Hayer,2022-12-19,36.00,330.66,3.81
6197.00,Badal Sankar,2022-09-29,85.00,1193.78,3.74
6198.00,Urvi Loke,2022-10-02,71.00,399.23,3.86
6199.00,Taran Dewan,2022-09-26,54.00,1570.61,4.97
6200.00,Advika Kakar,2023-01-11,90.00,1983.44,3.26
6201.00,Nakul Divan,2023-03-15,39.00,1131.15,3.57
6202.00,Yakshit Dua,2022-08-12,13.00,302.11,3.48
6203.00,Miraan Wadhwa,2023-04-17,80.00,212.24,3.69
6204.00,Zain Rajagopal,2022-09-29,22.00,354.32,3.89
6205.00,Gatik Chanda,2022-10-06,34.00,1991.17,3.42
6206.00,Adira Chander,2022-09-22,38.00,459.12,4.84
6207.00,Amani Khanna,2022-10-21,16.00,595.10,4.76
6208.00,Suhana Mannan,2023-01-14,23.00,1957.13,4.90
6209.00,Ehsaan Choudhury,2022-11-17,66.00,1430.98,4.30
6210.00,Lavanya Kala,2022-10-12,83.00,843.58,3.79
6211.00,Yasmin Thakur,2022-10-22,80.00,712.69,3.19
6212.00,Diya Behl,2022-10-28,27.00,341.63,4.54
6213.00,Vaibhav Varma,2022-08-20,21.00,1262.78,4.47
6214.00,Manikya Lall,2023-04-26,75.00,487.90,3.54
6215.00,Jivika Desai,2022-10-10,13.00,1213.23,4.17
6216.00,Advika Choudhary,2022-08-29,41.00,130.97,4.32
6217.00,Lakshay Chowdhury,2023-01-15,52.00,121.50,4.54
6218.00,Aarav Desai,2022-10-09,79.00,429.80,3.62
6219.00,Nitara Mand,2022-10-11,47.00,1833.47,4.60
6220.00,Nitara Kalita,2023-05-26,40.00,1361.48,4.23
6221.00,Taimur Desai,2023-07-09,55.00,1952.11,3.48
6222.00,Zaina Rajan,2022-11-20,22.00,1050.12,4.29
6223.00,Hridaan Hayer,2023-03-12,14.00,1041.73,3.39
6224.00,Shlok Tank,2023-06-03,31.00,1546.74,3.88
6225.00,Emir Sarkar,2023-01-20,72.00,1660.93,4.08
6226.00,Aaina Kibe,2023-04-03,48.00,959.77,3.28
6227.00,Tejas Dayal,2022-12-10,12.00,952.37,4.77
6228.00,Mohanlal Raval,2022-09-27,42.00,870.90,3.98
6229.00,Fateh Shroff,2022-12-29,52.00,1520.16,3.58
6230.00,Manikya Raman,2023-01-26,89.00,830.68,4.77
6231.00,Riya Raja,2023-02-06,48.00,696.16,4.34
6232.00,Jayant Ben,2022-10-29,20.00,1354.63,4.62
6233.00,Gokul Tandon,2022-10-14,75.00,591.38,4.76
6234.00,Reyansh Kota,2022-09-11,37.00,1673.73,3.31
6235.00,Damini Dugar,2023-04-01,16.00,1298.33,3.44
6236.00,Bhavin Gupta,2022-12-24,15.00,1926.41,4.15
6237.00,Tarini Dugar,2022-08-30,61.00,1709.02,4.10
6238.00,Divij Chandran,2023-03-24,23.00,1127.39,3.13
6239.00,Saira Shetty,2022-11-14,79.00,201.21,4.67
6240.00,Jhanvi Bala,2023-01-24,35.00,1115.08,4.09
